,best_threshold,best_profit_ration,best_profit,0.0_precision,0.0_recall,0.0_f1-score,0.0_support,1.0_precision,1.0_recall,1.0_f1-score,1.0_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,recall,precision,f1_score,model_type,params,auroc
0,0.5,0.3647959183673469,143,0.9065743944636678,0.9597069597069597,0.9323843416370107,273,0.6666666666666666,0.4489795918367347,0.5365853658536586,49,0.8819875776397516,0.8819875776397516,0.8819875776397516,322,0.7866205305651672,0.7043432757718472,0.7344848537453346,322,0.8700666967554286,0.8819875776397516,0.8721540627134572,322,0.4489795918367347,0.6666666666666666,0.5365853658536586,adaboost,,0.8719443821484637
0,0.2,0.29081632653061223,114,0.9157088122605364,0.8754578754578755,0.8951310861423221,273,0.4426229508196721,0.5510204081632653,0.49090909090909085,49,0.8260869565217391,0.8260869565217391,0.8260869565217391,322,0.6791658815401043,0.7132391418105704,0.6930200885257065,322,0.8437174855195353,0.8260869565217391,0.833619043389439,322,0.5510204081632653,0.4426229508196721,0.49090909090909085,gradientboost,,0.827091276070868
0,0.30000000000000004,0.4489795918367347,176,0.94140625,0.8827838827838828,0.9111531190926275,273,0.5151515151515151,0.6938775510204082,0.5913043478260871,49,0.8540372670807453,0.8540372670807453,0.8540372670807453,322,0.7282788825757576,0.7883307169021454,0.7512287334593573,322,0.8765413990447958,0.8540372670807453,0.8624804799868496,322,0.6938775510204082,0.5151515151515151,0.5913043478260871,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8820363310159228
0,0.025,0.2630208333333333,101,0.897887323943662,0.9375,0.9172661870503597,272,0.5277777777777778,0.3958333333333333,0.45238095238095233,48,0.85625,0.85625,0.85625,320,0.7128325508607198,0.6666666666666666,0.6848235697156559,320,0.8423708920187793,0.85625,0.8475334018499485,320,0.3958333333333333,0.5277777777777778,0.45238095238095233,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (5, 5), 'mlpc__learning_rate_init': 0.01}",0.8364353553921567
0,0.225,0.3567708333333333,137,0.941908713692946,0.8345588235294118,0.884990253411306,272,0.43037974683544306,0.7083333333333334,0.5354330708661418,48,0.815625,0.815625,0.815625,320,0.6861442302641946,0.7714460784313726,0.7102116621387239,320,0.8651793686643205,0.815625,0.8325566760295313,320,0.7083333333333334,0.43037974683544306,0.5354330708661418,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 50}",0.8415670955882353
0,0.775,0.21614583333333334,83,0.9183673469387755,0.8272058823529411,0.8704061895551258,272,0.37333333333333335,0.5833333333333334,0.45528455284552843,48,0.790625,0.790625,0.790625,320,0.6458503401360545,0.7052696078431373,0.6628453712003272,320,0.8366122448979592,0.790625,0.8081379440486863,320,0.5833333333333334,0.37333333333333335,0.45528455284552843,naive_bayes,{'nb__alpha': 0},0.7642846200980391
0,0.30000000000000004,0.5234375,201,0.9529411764705882,0.8933823529411765,0.9222011385199241,272,0.5538461538461539,0.75,0.6371681415929203,48,0.871875,0.871875,0.871875,320,0.753393665158371,0.8216911764705883,0.7796846400564222,320,0.8930769230769231,0.871875,0.8794461889808736,320,0.75,0.5538461538461539,0.6371681415929203,logistic_regression,"{'lr__C': 1438.44988828766, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.9059819240196079
0,0.225,0.3385416666666667,130,0.9349593495934959,0.8455882352941176,0.888030888030888,272,0.43243243243243246,0.6666666666666666,0.5245901639344263,48,0.81875,0.81875,0.81875,320,0.6836958910129642,0.7561274509803921,0.7063105259826572,320,0.8595803120193365,0.81875,0.8335147794164188,320,0.6666666666666666,0.43243243243243246,0.5245901639344263,xtree,"{'xtree__criterion': 'gini', 'xtree__min_samples_leaf': 3, 'xtree__min_samples_split': 2}",0.8380055147058822
0,0.275,0.4375,168,0.9411764705882353,0.8823529411764706,0.9108159392789373,272,0.5076923076923077,0.6875,0.584070796460177,48,0.853125,0.853125,0.853125,320,0.7244343891402715,0.7849264705882353,0.7474433678695571,320,0.8761538461538461,0.853125,0.8618041678561232,320,0.6875,0.5076923076923077,0.584070796460177,xgboost,,0.8931142769607843
0,0.5,0.4010416666666667,154,0.9202898550724637,0.9338235294117647,0.9270072992700731,272,0.5909090909090909,0.5416666666666666,0.5652173913043478,48,0.875,0.875,0.875,320,0.7555994729907773,0.7377450980392157,0.7461123452872105,320,0.8708827404479578,0.875,0.8727388130752143,320,0.5416666666666666,0.5909090909090909,0.5652173913043478,adaboost,,0.8438648897058824
0,0.2,0.3151041666666667,121,0.9251968503937008,0.8639705882352942,0.8935361216730039,272,0.4393939393939394,0.6041666666666666,0.5087719298245614,48,0.825,0.825,0.825,320,0.6822953948938201,0.7340686274509804,0.7011540257487827,320,0.8523264137437365,0.825,0.8358214928957375,320,0.6041666666666666,0.4393939393939394,0.5087719298245614,gradientboost,,0.8336780024509804
0,0.375,0.4869791666666667,187,0.939622641509434,0.9154411764705882,0.9273743016759776,272,0.5818181818181818,0.6666666666666666,0.6213592233009707,48,0.878125,0.878125,0.878125,320,0.7607204116638079,0.7910539215686274,0.7743667624884741,320,0.8859519725557462,0.878125,0.8814720399197264,320,0.6666666666666666,0.5818181818181818,0.6213592233009707,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8604090073529411
0,0.17500000000000002,0.3619791666666667,139,0.9113475177304965,0.9448529411764706,0.927797833935018,272,0.6052631578947368,0.4791666666666667,0.5348837209302326,48,0.875,0.875,0.875,320,0.7583053378126167,0.7120098039215687,0.7313407774326253,320,0.8654348637551326,0.875,0.8688607169843003,320,0.4791666666666667,0.6052631578947368,0.5348837209302326,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (5, 5), 'mlpc__learning_rate_init': 0.01}",0.82421875
0,0.1,0.25,96,0.935064935064935,0.7941176470588235,0.8588469184890656,272,0.3707865168539326,0.6875,0.4817518248175182,48,0.778125,0.778125,0.7781249999999998,320,0.6529257259594339,0.7408088235294117,0.6702993716532919,320,0.8504231723332847,0.778125,0.8022826544383335,320,0.6875,0.3707865168539326,0.4817518248175182,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 50}",0.7608379289215687
0,0.9750000000000001,0.2786458333333333,107,0.9054545454545454,0.9154411764705882,0.9104204753199269,272,0.4888888888888889,0.4583333333333333,0.4731182795698925,48,0.846875,0.846875,0.846875,320,0.6971717171717171,0.6868872549019608,0.6917693774449096,320,0.8429696969696969,0.846875,0.8448251459574218,320,0.4583333333333333,0.4888888888888889,0.4731182795698925,naive_bayes,{'nb__alpha': 0},0.7518382352941176
0,0.4,0.5520833333333334,212,0.9386281588447654,0.9558823529411765,0.9471766848816029,272,0.7209302325581395,0.6458333333333334,0.6813186813186812,48,0.909375,0.909375,0.909375,320,0.8297791957014524,0.8008578431372549,0.8142476831001421,320,0.9059734699017714,0.909375,0.9072979843471647,320,0.6458333333333334,0.7209302325581395,0.6813186813186812,logistic_regression,"{'lr__C': 1438.44988828766, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.9316023284313725
0,0.2,0.3932291666666667,151,0.9567099567099567,0.8125,0.878727634194831,272,0.42696629213483145,0.7916666666666666,0.5547445255474452,48,0.809375,0.809375,0.809375,320,0.6918381244223941,0.8020833333333333,0.7167360798711382,320,0.8772484070236878,0.809375,0.8301301678977232,320,0.7916666666666666,0.42696629213483145,0.5547445255474452,xtree,"{'xtree__criterion': 'gini', 'xtree__min_samples_leaf': 3, 'xtree__min_samples_split': 2}",0.8355545343137255
0,0.30000000000000004,0.5,192,0.9343065693430657,0.9411764705882353,0.9377289377289377,272,0.6521739130434783,0.625,0.6382978723404256,48,0.89375,0.89375,0.89375,320,0.793240241193272,0.7830882352941176,0.7880134050346816,320,0.8919866708981277,0.89375,0.8928142779206609,320,0.625,0.6521739130434783,0.6382978723404256,xgboost,,0.9010416666666667
0,0.5,0.5,192,0.9263157894736842,0.9705882352941176,0.947935368043088,272,0.7714285714285715,0.5625,0.6506024096385543,48,0.909375,0.909375,0.909375,320,0.8488721804511279,0.7665441176470589,0.7992688888408211,320,0.9030827067669172,0.909375,0.9033354242824079,320,0.5625,0.7714285714285715,0.6506024096385543,adaboost,,0.8831954656862745
0,0.2,0.4296875,165,0.9409448818897638,0.8786764705882353,0.9087452471482891,272,0.5,0.6875,0.5789473684210527,48,0.85,0.85,0.85,320,0.7204724409448819,0.7830882352941176,0.7438463077846709,320,0.8748031496062992,0.85,0.8592755653392036,320,0.6875,0.5,0.5789473684210527,gradientboost,,0.8244102328431373
0,0.42500000000000004,0.4739583333333333,182,0.9280575539568345,0.9485294117647058,0.9381818181818181,272,0.6666666666666666,0.5833333333333334,0.6222222222222222,48,0.89375,0.89375,0.89375,320,0.7973621103117505,0.7659313725490196,0.7802020202020201,320,0.8888489208633092,0.89375,0.8907878787878787,320,0.5833333333333334,0.6666666666666666,0.6222222222222222,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8592984068627452
0,0.30000000000000004,0.421875,162,0.916083916083916,0.9632352941176471,0.939068100358423,272,0.7058823529411765,0.5,0.5853658536585366,48,0.89375,0.89375,0.89375,320,0.8109831345125462,0.7316176470588236,0.7622169770084798,320,0.8845536816125051,0.89375,0.88601276335344,320,0.5,0.7058823529411765,0.5853658536585366,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (5, 5), 'mlpc__learning_rate_init': 0.01}",0.8664215686274509
0,0.2,0.4453125,171,0.94140625,0.8860294117647058,0.9128787878787878,272,0.515625,0.6875,0.5892857142857143,48,0.85625,0.85625,0.85625,320,0.728515625,0.7867647058823529,0.751082251082251,320,0.8775390625,0.85625,0.8643398268398268,320,0.6875,0.515625,0.5892857142857143,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 50}",0.8213465073529413
0,0.925,0.3984375,153,0.9227941176470589,0.9227941176470589,0.9227941176470589,272,0.5625,0.5625,0.5625,48,0.86875,0.86875,0.86875,320,0.7426470588235294,0.7426470588235294,0.7426470588235294,320,0.86875,0.86875,0.86875,320,0.5625,0.5625,0.5625,naive_bayes,{'nb__alpha': 0},0.8260569852941175
0,0.47500000000000003,0.4713541666666667,181,0.9228070175438596,0.9669117647058824,0.9443447037701974,272,0.7428571428571429,0.5416666666666666,0.6265060240963857,48,0.903125,0.903125,0.903125,320,0.8328320802005013,0.7542892156862745,0.7854253639332915,320,0.8958145363408521,0.903125,0.8966689018191257,320,0.5416666666666666,0.7428571428571429,0.6265060240963857,logistic_regression,"{'lr__C': 1438.44988828766, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.8974417892156863
0,0.325,0.5078125,195,0.9265734265734266,0.9742647058823529,0.9498207885304659,272,0.7941176470588235,0.5625,0.6585365853658537,48,0.9125,0.9125,0.9125,320,0.860345536816125,0.7683823529411764,0.8041786869481597,320,0.906705059646236,0.9125,0.9061281580557742,320,0.5625,0.7941176470588235,0.6585365853658537,xtree,"{'xtree__criterion': 'gini', 'xtree__min_samples_leaf': 3, 'xtree__min_samples_split': 2}",0.8613664215686274
0,0.275,0.484375,186,0.9338235294117647,0.9338235294117647,0.9338235294117647,272,0.625,0.625,0.625,48,0.8875,0.8875,0.8875,320,0.7794117647058824,0.7794117647058824,0.7794117647058824,320,0.8875,0.8875,0.8875,320,0.625,0.625,0.625,xgboost,,0.903033088235294
0,0.5,0.3776041666666667,145,0.9119718309859155,0.9522058823529411,0.9316546762589928,272,0.6388888888888888,0.4791666666666667,0.5476190476190476,48,0.88125,0.88125,0.88125,320,0.7754303599374022,0.7156862745098039,0.7396368619390201,320,0.8710093896713615,0.88125,0.874049331963001,320,0.4791666666666667,0.6388888888888888,0.5476190476190476,adaboost,,0.8909313725490196
0,0.225,0.3776041666666667,145,0.9194139194139194,0.9227941176470589,0.9211009174311927,272,0.5531914893617021,0.5416666666666666,0.5473684210526316,48,0.865625,0.865625,0.865625,320,0.7363027043878108,0.7322303921568627,0.7342346692419122,320,0.8644805549060868,0.865625,0.8650410429744086,320,0.5416666666666666,0.5531914893617021,0.5473684210526316,gradientboost,,0.8403416053921569
0,0.4,0.5208333333333334,200,0.9377289377289377,0.9411764705882353,0.9394495412844036,272,0.6595744680851063,0.6458333333333334,0.6526315789473683,48,0.896875,0.896875,0.896875,320,0.798651702907022,0.7935049019607843,0.796040560115886,320,0.896005767282363,0.896875,0.8964268469338483,320,0.6458333333333334,0.6595744680851063,0.6526315789473683,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8868719362745098
0,0.05,0.24479166666666666,94,0.9417040358744395,0.7720588235294118,0.8484848484848486,272,0.36082474226804123,0.7291666666666666,0.48275862068965525,48,0.765625,0.765625,0.765625,320,0.6512643890712404,0.7506127450980392,0.6656217345872519,320,0.8545721418334798,0.765625,0.7936259143155696,320,0.7291666666666666,0.36082474226804123,0.48275862068965525,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (5, 5), 'mlpc__learning_rate_init': 0.01}",0.7991727941176471
0,0.225,0.23177083333333334,89,0.9108527131782945,0.8639705882352942,0.8867924528301886,272,0.4032258064516129,0.5208333333333334,0.45454545454545453,48,0.8125,0.8125,0.8125,320,0.6570392598149537,0.6924019607843137,0.6706689536878215,320,0.8347086771692924,0.8125,0.8219554030874786,320,0.5208333333333334,0.4032258064516129,0.45454545454545453,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 50}",0.7817095588235294
0,0.7000000000000001,0.17708333333333334,68,0.9083665338645418,0.8382352941176471,0.8718929254302102,272,0.36231884057971014,0.5208333333333334,0.4273504273504274,48,0.790625,0.790625,0.790625,320,0.635342687222126,0.6795343137254902,0.6496216763903189,320,0.8264593798718171,0.790625,0.8052115507182428,320,0.5208333333333334,0.36231884057971014,0.4273504273504274,naive_bayes,{'nb__alpha': 0},0.7382046568627452
0,0.17500000000000002,0.4505208333333333,173,0.9545454545454546,0.8492647058823529,0.8988326848249028,272,0.47435897435897434,0.7708333333333334,0.5873015873015872,48,0.8375,0.8375,0.8375,320,0.7144522144522145,0.8100490196078431,0.743067136063245,320,0.8825174825174825,0.8375,0.8521030201964054,320,0.7708333333333334,0.47435897435897434,0.5873015873015872,logistic_regression,"{'lr__C': 1438.44988828766, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.8771446078431373
0,0.225,0.2838541666666667,109,0.924,0.8492647058823529,0.8850574712643678,272,0.4142857142857143,0.6041666666666666,0.4915254237288136,48,0.8125,0.8125,0.8125,320,0.6691428571428572,0.7267156862745098,0.6882914474965907,320,0.8475428571428572,0.8125,0.8260276641340347,320,0.6041666666666666,0.4142857142857143,0.4915254237288136,xtree,"{'xtree__criterion': 'gini', 'xtree__min_samples_leaf': 3, 'xtree__min_samples_split': 2}",0.7948069852941175
0,0.275,0.3515625,135,0.9210526315789473,0.9007352941176471,0.9107806691449813,272,0.5,0.5625,0.5294117647058824,48,0.85,0.85,0.85,320,0.7105263157894737,0.7316176470588236,0.7200962169254319,320,0.8578947368421052,0.85,0.8535753334791165,320,0.5625,0.5,0.5294117647058824,xgboost,,0.8444393382352942
0,0.5,0.15625,60,0.8842105263157894,0.9264705882352942,0.9048473967684022,272,0.42857142857142855,0.3125,0.3614457831325301,48,0.834375,0.834375,0.834375,320,0.656390977443609,0.6194852941176471,0.6331465899504661,320,0.8158646616541352,0.834375,0.8233371547230213,320,0.3125,0.42857142857142855,0.3614457831325301,adaboost,,0.8357077205882354
0,0.2,0.22135416666666666,85,0.9053030303030303,0.8786764705882353,0.8917910447761194,272,0.4107142857142857,0.4791666666666667,0.44230769230769235,48,0.81875,0.81875,0.81875,320,0.6580086580086579,0.678921568627451,0.6670493685419059,320,0.8311147186147186,0.81875,0.8243685419058554,320,0.4791666666666667,0.4107142857142857,0.44230769230769235,gradientboost,,0.7979473039215685
0,0.42500000000000004,0.3255208333333333,125,0.9074733096085409,0.9375,0.9222423146473778,272,0.5641025641025641,0.4583333333333333,0.5057471264367815,48,0.865625,0.865625,0.865625,320,0.7357879368555524,0.6979166666666666,0.7139947205420797,320,0.8559676977826444,0.865625,0.8597680364157883,320,0.4583333333333333,0.5641025641025641,0.5057471264367815,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8291973039215688
